Tweet,Tweet Length,Cleaned_Tweet,Cleaned_Length,Normalized_Tweet,Normalized_Length,Tokenized_Tweet,Token_Count,No_Stopwords_Tweet,No_Stopwords_Count,Stemmed_Tweet,Stemmed_Count,Sentimen
Presiden Prabowo Subianto telah menunjuk menteri bidang pendidikan baru untuk menggantikan Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbud Ristek) Nadiem Makarim yang masa jabatannya telah selesai. Siapa Saja Menteri Pendidikan Kabinet Prabowo Subianto? https://t.co/HpywdEkCdn,34,presiden prabowo subianto telah menunjuk menteri bidang pendidikan baru untuk menggantikan menteri pendidikan kebudayaan riset dan teknologi mendikbud ristek nadiem makarim yang masa jabatannya telah selesai siapa saja menteri pendidikan kabinet prabowo subianto,33,presiden prabowo subianto telah menunjuk menteri bidang pendidikan baru untuk menggantikan menteri pendidikan kebudayaan riset dan teknologi mendikbud ristek nadiem makarim yang masa jabatannya telah selesai siapa saja menteri pendidikan kabinet prabowo subianto,33,"[""presiden"", ""prabowo"", ""subianto"", ""telah"", ""menunjuk"", ""menteri"", ""bidang"", ""pendidikan"", ""baru"", ""untuk"", ""menggantikan"", ""menteri"", ""pendidikan"", ""kebudayaan"", ""riset"", ""dan"", ""teknologi"", ""mendikbud"", ""ristek"", ""nadiem"", ""makarim"", ""yang"", ""masa"", ""jabatannya"", ""telah"", ""selesai"", ""siapa"", ""saja"", ""menteri"", ""pendidikan"", ""kabinet"", ""prabowo"", ""subianto""]",362,"[""presiden"", ""prabowo"", ""subianto"", ""menteri"", ""bidang"", ""pendidikan"", ""menggantikan"", ""menteri"", ""pendidikan"", ""kebudayaan"", ""riset"", ""teknologi"", ""mendikbud"", ""ristek"", ""nadiem"", ""makarim"", ""jabatannya"", ""selesai"", ""menteri"", ""pendidikan"", ""kabinet"", ""prabowo"", ""subianto""]",23,"[""presiden"", ""prabowo"", ""subianto"", ""menteri"", ""bidang"", ""didik"", ""ganti"", ""menteri"", ""didik"", ""budaya"", ""riset"", ""teknologi"", ""mendikbud"", ""ristek"", ""nadiem"", ""makarim"", ""jabat"", ""selesai"", ""menteri"", ""didik"", ""kabinet"", ""prabowo"", ""subianto""]",23,negatif
@Rosses1Black Sri Mulyani.. Pajak KORSEL sangat besar di bandingkan Indonesia.. Waduuh ..Dosa apa Indonesia kok Kabinet Prabowo lucu2.. Wapres juga lucu2.. Kabinet fufu fafa...,24,rosses1black sri mulyani pajak korsel sangat besar di bandingkan indonesia waduuh dosa apa indonesia kok kabinet prabowo lucu2 wapres juga lucu2 kabinet fufu fafa,24,rosses1black sri mulyani pajak korsel sangat besar di bandingkan indonesia waduuh dosa apa indonesia kok kabinet prabowo lucu2 wapres juga lucu2 kabinet fufu fafa,24,"[""rosses1black"", ""sri"", ""mulyani"", ""pajak"", ""korsel"", ""sangat"", ""besar"", ""di"", ""bandingkan"", ""indonesia"", ""waduuh"", ""dosa"", ""apa"", ""indonesia"", ""kok"", ""kabinet"", ""prabowo"", ""lucu2"", ""wapres"", ""juga"", ""lucu2"", ""kabinet"", ""fufu"", ""fafa""]",235,"[""rosses1black"", ""sri"", ""mulyani"", ""pajak"", ""korsel"", ""bandingkan"", ""indonesia"", ""waduuh"", ""dosa"", ""indonesia"", ""kabinet"", ""prabowo"", ""lucu2"", ""wapres"", ""lucu2"", ""kabinet"", ""fufu"", ""fafa""]",18,"[""rosses1black"", ""sri"", ""mulyani"", ""pajak"", ""korsel"", ""banding"", ""indonesia"", ""waduuh"", ""dosa"", ""indonesia"", ""kabinet"", ""prabowo"", ""lucu2"", ""wapres"", ""lucu2"", ""kabinet"", ""fufu"", ""fafa""]",18,netral
@democrazymedia Fufufafa mau mengadu ke bapaknya bapaknya sudah tidak berkuasa lagi bahkan sdh tidak dianggap di kabinet Prabowo karena hutang yang membengkak dan melanggar kontitusi,25,democrazymedia fufufafa mau mengadu ke bapaknya bapaknya sudah tidak berkuasa lagi bahkan sdh tidak dianggap di kabinet prabowo karena hutang yang membengkak dan melanggar kontitusi,25,democrazymedia fufufafa mau mengadu ke bapaknya bapaknya sudah tidak berkuasa lagi bahkan sdh tidak dianggap di kabinet prabowo karena hutang yang membengkak dan melanggar kontitusi,25,"[""democrazymedia"", ""fufufafa"", ""mau"", ""mengadu"", ""ke"", ""bapaknya"", ""bapaknya"", ""sudah"", ""tidak"", ""berkuasa"", ""lagi"", ""bahkan"", ""sdh"", ""tidak"", ""dianggap"", ""di"", ""kabinet"", ""prabowo"", ""karena"", ""hutang"", ""yang"", ""membengkak"", ""dan"", ""melanggar"", ""kontitusi""]",257,"[""democrazymedia"", ""mengadu"", ""bapaknya"", ""bapaknya"", ""berkuasa"", ""dianggap"", ""kabinet"", ""prabowo"", ""hutang"", ""membengkak"", ""melanggar"", ""kontitusi""]",12,"[""democrazymedia"", ""adu"", ""bapak"", ""bapak"", ""kuasa"", ""anggap"", ""kabinet"", ""prabowo"", ""hutang"", ""bengkak"", ""langgar"", ""kontitusi""]",12,negatif
@H4T14K4LN4L42 @prabowo @Gerindra 1) Tdk sulit membaca Prabowo. Janji2 yg melambung tdk realistis tdk berbasis data. 2) Apa2 yg DIINGINKAN bertolak belakang dng keputusan yg DILAKUKAN mis: Kabinet OBESITAS yg berisi MISFITS &amp; MISMATCH. 3) Prbw tahu bhw bnyk Masy akan tersihir dng Kunjungan2 ke LN,46,h4t14k4ln4l42 prabowo gerindra 1 tdk sulit membaca prabowo janji2 yg melambung tdk realistis tdk berbasis data 2 apa2 yg diinginkan bertolak belakang dng keputusan yg dilakukan mis kabinet obesitas yg berisi misfits  mismatch 3 prbw tahu bhw bnyk masy akan tersihir dng kunjungan2 ke ln,45,h4t14k4ln4l42 prabowo gerindra 1 tdk sulit membaca prabowo janji2 yg melambung tdk realistis tdk berbasis data 2 apa2 yg diinginkan bertolak belakang dng keputusan yg dilakukan mis kabinet obesitas yg berisi misfits mismatch 3 prbw tahu bhw bnyk masy akan tersihir dng kunjungan2 ke ln,45,"[""h4t14k4ln4l42"", ""prabowo"", ""gerindra"", ""1"", ""tdk"", ""sulit"", ""membaca"", ""prabowo"", ""janji2"", ""yg"", ""melambung"", ""tdk"", ""realistis"", ""tdk"", ""berbasis"", ""data"", ""2"", ""apa2"", ""yg"", ""diinginkan"", ""bertolak"", ""belakang"", ""dng"", ""keputusan"", ""yg"", ""dilakukan"", ""mis"", ""kabinet"", ""obesitas"", ""yg"", ""berisi"", ""misfits"", ""mismatch"", ""3"", ""prbw"", ""tahu"", ""bhw"", ""bnyk"", ""masy"", ""akan"", ""tersihir"", ""dng"", ""kunjungan2"", ""ke"", ""ln""]",421,"[""h4t14k4ln4l42"", ""prabowo"", ""gerindra"", ""1"", ""sulit"", ""membaca"", ""prabowo"", ""janji2"", ""melambung"", ""realistis"", ""berbasis"", ""data"", ""2"", ""apa2"", ""bertolak"", ""dng"", ""keputusan"", ""mis"", ""kabinet"", ""obesitas"", ""berisi"", ""misfits"", ""mismatch"", ""3"", ""prbw"", ""bhw"", ""bnyk"", ""masy"", ""tersihir"", ""dng"", ""kunjungan2"", ""ln""]",32,"[""h4t14k4ln4l42"", ""prabowo"", ""gerindra"", ""1"", ""sulit"", ""baca"", ""prabowo"", ""janji2"", ""lambung"", ""realistis"", ""bas"", ""data"", ""2"", ""apa2"", ""tolak"", ""dng"", ""putus"", ""mis"", ""kabinet"", ""obesitas"", ""isi"", ""misfits"", ""mismatch"", ""3"", ""prbw"", ""bhw"", ""bnyk"", ""masy"", ""sihir"", ""dng"", ""kunjungan2"", ""ln""]",32,netral
Husen for Indonesia Kabinet Merah Putih! ,6,husen for indonesia kabinet merah putih,6,husen for indonesia kabinet merah putih,6,"[""husen"", ""for"", ""indonesia"", ""kabinet"", ""merah"", ""putih""]",58,"[""husen"", ""for"", ""indonesia"", ""kabinet"", ""merah"", ""putih""]",6,"[""husen"", ""for"", ""indonesia"", ""kabinet"", ""merah"", ""putih""]",6,netral
@03__nakula Bagaimana ingin APBN sehat jika anggota kabinet tambah stafsus juga utsus tambah anggaran untuk IKN bertambah belom lagi anggaran untuk makan siang gratis... Coba anggaran2 tsb.dipangkas atau dihilangkan pasti APBN sehat tanpa membebani rakyat,35,03__nakula bagaimana ingin apbn sehat jika anggota kabinet tambah stafsus juga utsus tambah anggaran untuk ikn bertambah belom lagi anggaran untuk makan siang gratis coba anggaran2 tsbdipangkas atau dihilangkan pasti apbn sehat tanpa membebani rakyat,35,03__nakula bagaimana ingin apbn sehat jika anggota kabinet tambah stafsus juga utsus tambah anggaran untuk ikn bertambah belom lagi anggaran untuk makan siang gratis coba anggaran2 tsbdipangkas atau dihilangkan pasti apbn sehat tanpa membebani rakyat,35,"[""03__nakula"", ""bagaimana"", ""ingin"", ""apbn"", ""sehat"", ""jika"", ""anggota"", ""kabinet"", ""tambah"", ""stafsus"", ""juga"", ""utsus"", ""tambah"", ""anggaran"", ""untuk"", ""ikn"", ""bertambah"", ""belom"", ""lagi"", ""anggaran"", ""untuk"", ""makan"", ""siang"", ""gratis"", ""coba"", ""anggaran2"", ""tsbdipangkas"", ""atau"", ""dihilangkan"", ""pasti"", ""apbn"", ""sehat"", ""tanpa"", ""membebani"", ""rakyat""]",356,"[""03__nakula"", ""apbn"", ""sehat"", ""anggota"", ""kabinet"", ""stafsus"", ""utsus"", ""anggaran"", ""ikn"", ""bertambah"", ""belom"", ""anggaran"", ""makan"", ""siang"", ""gratis"", ""coba"", ""anggaran2"", ""tsbdipangkas"", ""dihilangkan"", ""apbn"", ""sehat"", ""membebani"", ""rakyat""]",23,"[""03"", ""nakula"", ""apbn"", ""sehat"", ""anggota"", ""kabinet"", ""stafsus"", ""utsus"", ""anggar"", ""ikn"", ""tambah"", ""bom"", ""anggar"", ""makan"", ""siang"", ""gratis"", ""coba"", ""anggaran2"", ""tsbdipangkas"", ""hilang"", ""apbn"", ""sehat"", ""beban"", ""rakyat""]",24,positif
@nft_lucee @ExsaDika @angelettexoxo Kan ganti presiden Kabinet ya dirombak. Aju banding bisa ke tuan Dikaexsa bang. Lumayan anggaranya,18,nft_lucee exsadika angelettexoxo kan ganti presiden kabinet ya dirombak aju banding bisa ke tuan dikaexsa bang lumayan anggaranya,18,nft_lucee exsadika angelettexoxo kan ganti presiden kabinet ya dirombak aju banding bisa ke tuan dikaexsa bang lumayan anggaranya,18,"[""nft_lucee"", ""exsadika"", ""angelettexoxo"", ""kan"", ""ganti"", ""presiden"", ""kabinet"", ""ya"", ""dirombak"", ""aju"", ""banding"", ""bisa"", ""ke"", ""tuan"", ""dikaexsa"", ""bang"", ""lumayan"", ""anggaranya""]",184,"[""nft_lucee"", ""exsadika"", ""angelettexoxo"", ""ganti"", ""presiden"", ""kabinet"", ""dirombak"", ""aju"", ""banding"", ""tuan"", ""dikaexsa"", ""bang"", ""lumayan"", ""anggaranya""]",14,"[""nft"", ""lucee"", ""exsadika"", ""angelettexoxo"", ""ganti"", ""presiden"", ""kabinet"", ""rombak"", ""aju"", ""banding"", ""tuan"", ""dikaexsa"", ""bang"", ""lumayan"", ""anggara""]",15,negatif
 Mentri kabinet baru sedang membenahi dan merancang kurikulum yang kemungkinan baru. Here we go again https://t.co/tAq80pf9gS,16,mentri kabinet baru sedang membenahi dan merancang kurikulum yang kemungkinan baru here we go again,15,mentri kabinet baru sedang membenahi dan merancang kurikulum yang kemungkinan baru here we go again,15,"[""mentri"", ""kabinet"", ""baru"", ""sedang"", ""membenahi"", ""dan"", ""merancang"", ""kurikulum"", ""yang"", ""kemungkinan"", ""baru"", ""here"", ""we"", ""go"", ""again""]",145,"[""mentri"", ""kabinet"", ""membenahi"", ""merancang"", ""kurikulum"", ""here"", ""we"", ""go"", ""again""]",9,"[""tri"", ""kabinet"", ""benah"", ""rancang"", ""kurikulum"", ""here"", ""we"", ""go"", ""again""]",9,netral
Turut mendampingi Presiden Prabowo dalam pertemuan tersebut yakni Menko Perekonomian Airlangga Hartarto Menteri Luar Negeri Sugiono Wakil Menteri Keuangan Thomas Djiwandono Sekretaris Kabinet Teddy Indra Wijaya dan Dubes Indonesia untuk Brasil Edy Yusop.,33,turut mendampingi presiden prabowo dalam pertemuan tersebut yakni menko perekonomian airlangga hartarto menteri luar negeri sugiono wakil menteri keuangan thomas djiwandono sekretaris kabinet teddy indra wijaya dan dubes indonesia untuk brasil edy yusop,33,turut mendampingi presiden prabowo dalam pertemuan tersebut yakni menko perekonomian airlangga hartarto menteri luar negeri sugiono wakil menteri keuangan thomas djiwandono sekretaris kabinet teddy indra wijaya dan dubes indonesia untuk brasil edy yusop,33,"[""turut"", ""mendampingi"", ""presiden"", ""prabowo"", ""dalam"", ""pertemuan"", ""tersebut"", ""yakni"", ""menko"", ""perekonomian"", ""airlangga"", ""hartarto"", ""menteri"", ""luar"", ""negeri"", ""sugiono"", ""wakil"", ""menteri"", ""keuangan"", ""thomas"", ""djiwandono"", ""sekretaris"", ""kabinet"", ""teddy"", ""indra"", ""wijaya"", ""dan"", ""dubes"", ""indonesia"", ""untuk"", ""brasil"", ""edy"", ""yusop""]",353,"[""mendampingi"", ""presiden"", ""prabowo"", ""pertemuan"", ""menko"", ""perekonomian"", ""airlangga"", ""hartarto"", ""menteri"", ""negeri"", ""sugiono"", ""wakil"", ""menteri"", ""keuangan"", ""thomas"", ""djiwandono"", ""sekretaris"", ""kabinet"", ""teddy"", ""indra"", ""wijaya"", ""dubes"", ""indonesia"", ""brasil"", ""edy"", ""yusop""]",26,"[""damping"", ""presiden"", ""prabowo"", ""temu"", ""menko"", ""ekonomi"", ""airlangga"", ""hartarto"", ""menteri"", ""negeri"", ""sugiono"", ""wakil"", ""menteri"", ""uang"", ""thomas"", ""djiwandono"", ""sekretaris"", ""kabinet"", ""teddy"", ""indra"", ""wijaya"", ""dubes"", ""indonesia"", ""brasil"", ""edy"", ""yusop""]",26,netral
@msaid_didu Tenggelamkan kabinet Kroni Mulyono dan Timbulkan kabinet Zaken Prabowo timbul/tenggelam bersama rakyat...,13,msaid_didu tenggelamkan kabinet kroni mulyono dan timbulkan kabinet zaken prabowo timbultenggelam bersama rakyat,13,msaid_didu tenggelamkan kabinet kroni mulyono dan timbulkan kabinet zaken prabowo timbultenggelam bersama rakyat,13,"[""msaid_didu"", ""tenggelamkan"", ""kabinet"", ""kroni"", ""mulyono"", ""dan"", ""timbulkan"", ""kabinet"", ""zaken"", ""prabowo"", ""timbultenggelam"", ""bersama"", ""rakyat""]",152,"[""msaid_didu"", ""tenggelamkan"", ""kabinet"", ""kroni"", ""mulyono"", ""timbulkan"", ""kabinet"", ""zaken"", ""prabowo"", ""timbultenggelam"", ""rakyat""]",11,"[""msaid"", ""didu"", ""tenggelam"", ""kabinet"", ""kroni"", ""mulyono"", ""timbul"", ""kabinet"", ""zaken"", ""prabowo"", ""timbultenggelam"", ""rakyat""]",12,netral
Alumni UNDIP di Kabinet Merah Putih Balik Kampus Bareng &amp;lsquo;Rosi on Location&amp;rsquo; https://t.co/s7eZdZRHy5,13,alumni undip di kabinet merah putih balik kampus bareng lsquorosi on locationrsquo,12,alumni undip di kabinet merah putih balik kampus bareng lsquorosi on locationrsquo,12,"[""alumni"", ""undip"", ""di"", ""kabinet"", ""merah"", ""putih"", ""balik"", ""kampus"", ""bareng"", ""lsquorosi"", ""on"", ""locationrsquo""]",119,"[""alumni"", ""undip"", ""kabinet"", ""merah"", ""putih"", ""kampus"", ""bareng"", ""lsquorosi"", ""on"", ""locationrsquo""]",10,"[""alumni"", ""undip"", ""kabinet"", ""merah"", ""putih"", ""kampus"", ""bareng"", ""lsquorosi"", ""on"", ""locationrsquo""]",10,netral
@indramadong @Heraloebss Maksudmu sebodoh itu rafli masuk kabinet tanpa memikirkan Laporan harta kekayaan ? ,14,indramadong heraloebss maksudmu sebodoh itu rafli masuk kabinet tanpa memikirkan laporan harta kekayaan,13,indramadong heraloebss maksudmu sebodoh itu rafli masuk kabinet tanpa memikirkan laporan harta kekayaan,13,"[""indramadong"", ""heraloebss"", ""maksudmu"", ""sebodoh"", ""itu"", ""rafli"", ""masuk"", ""kabinet"", ""tanpa"", ""memikirkan"", ""laporan"", ""harta"", ""kekayaan""]",143,"[""indramadong"", ""heraloebss"", ""maksudmu"", ""sebodoh"", ""rafli"", ""masuk"", ""kabinet"", ""memikirkan"", ""laporan"", ""harta"", ""kekayaan""]",11,"[""indramadong"", ""heraloebss"", ""maksud"", ""bodoh"", ""rafli"", ""masuk"", ""kabinet"", ""pikir"", ""lapor"", ""harta"", ""kaya""]",11,negatif
@narkosun Awal kabinet terbentuk Beberapa kementrian anggaran kurang dan mengajukan lagi Alhasil fix tahun depan 12 % Padahal gaji aja naik gak seberapa Bgmn rakyat makmur Saat ini aja sudah tercekik Turun kebawah Bagaimana daya beli dimasyarakat?,37,narkosun awal kabinet terbentuk beberapa kementrian anggaran kurang dan mengajukan lagi alhasil fix tahun depan 12  padahal gaji aja naik gak seberapa bgmn rakyat makmur saat ini aja sudah tercekik turun kebawah bagaimana daya beli dimasyarakat,36,narkosun awal kabinet terbentuk beberapa kementrian anggaran kurang dan mengajukan lagi alhasil fix tahun depan 12 padahal gaji aja naik gak seberapa bgmn rakyat makmur saat ini aja sudah tercekik turun kebawah bagaimana daya beli dimasyarakat,36,"[""narkosun"", ""awal"", ""kabinet"", ""terbentuk"", ""beberapa"", ""kementrian"", ""anggaran"", ""kurang"", ""dan"", ""mengajukan"", ""lagi"", ""alhasil"", ""fix"", ""tahun"", ""depan"", ""12"", ""padahal"", ""gaji"", ""aja"", ""naik"", ""gak"", ""seberapa"", ""bgmn"", ""rakyat"", ""makmur"", ""saat"", ""ini"", ""aja"", ""sudah"", ""tercekik"", ""turun"", ""kebawah"", ""bagaimana"", ""daya"", ""beli"", ""dimasyarakat""]",352,"[""narkosun"", ""kabinet"", ""terbentuk"", ""kementrian"", ""anggaran"", ""mengajukan"", ""alhasil"", ""fix"", ""12"", ""gaji"", ""gak"", ""bgmn"", ""rakyat"", ""makmur"", ""tercekik"", ""turun"", ""kebawah"", ""daya"", ""beli"", ""dimasyarakat""]",20,"[""narkosun"", ""kabinet"", ""bentuk"", ""tri"", ""anggar"", ""aju"", ""alhasil"", ""fix"", ""12"", ""gaji"", ""gak"", ""bgmn"", ""rakyat"", ""makmur"", ""cekik"", ""turun"", ""bawah"", ""daya"", ""beli"", ""masyarakat""]",20,negatif
@prabowo Kalau kabinet bapak kunjungan ke luar negeri jika menggunakan peci serasa wibawa Indonesia ada ini budaya Indonesia kalau peci hitam simbol dari Soekarno,24,prabowo kalau kabinet bapak kunjungan ke luar negeri jika menggunakan peci serasa wibawa indonesia ada ini budaya indonesia kalau peci hitam simbol dari soekarno,24,prabowo kalau kabinet bapak kunjungan ke luar negeri jika menggunakan peci serasa wibawa indonesia ada ini budaya indonesia kalau peci hitam simbol dari soekarno,24,"[""prabowo"", ""kalau"", ""kabinet"", ""bapak"", ""kunjungan"", ""ke"", ""luar"", ""negeri"", ""jika"", ""menggunakan"", ""peci"", ""serasa"", ""wibawa"", ""indonesia"", ""ada"", ""ini"", ""budaya"", ""indonesia"", ""kalau"", ""peci"", ""hitam"", ""simbol"", ""dari"", ""soekarno""]",234,"[""prabowo"", ""kabinet"", ""kunjungan"", ""negeri"", ""peci"", ""serasa"", ""wibawa"", ""indonesia"", ""budaya"", ""indonesia"", ""peci"", ""hitam"", ""simbol"", ""soekarno""]",14,"[""prabowo"", ""kabinet"", ""kunjung"", ""negeri"", ""peci"", ""serasa"", ""wibawa"", ""indonesia"", ""budaya"", ""indonesia"", ""peci"", ""hitam"", ""simbol"", ""soekarno""]",14,netral
@mbienyambay2 KABINET ISI NYA BANYAK KORUPTOR DAN BACKING JUDUL.....INI BARU FAKTA,11,mbienyambay2 kabinet isi nya banyak koruptor dan backing judulini baru fakta,11,mbienyambay2 kabinet isi nya banyak koruptor dan backing judulini baru fakta,11,"[""mbienyambay2"", ""kabinet"", ""isi"", ""nya"", ""banyak"", ""koruptor"", ""dan"", ""backing"", ""judulini"", ""baru"", ""fakta""]",110,"[""mbienyambay2"", ""kabinet"", ""isi"", ""nya"", ""koruptor"", ""backing"", ""judulini"", ""fakta""]",8,"[""mbienyambay2"", ""kabinet"", ""isi"", ""nya"", ""koruptor"", ""backing"", ""judulini"", ""fakta""]",8,negatif
@Fatrah_neo170 @MardaniAliSera Ada Yassierli yg jadi Menaker dia guru besar ITB yg diusulkan PKS buat masuk kabinet googling aja banyak kok sumber beritanya,23,fatrah_neo170 mardanialisera ada yassierli yg jadi menaker dia guru besar itb yg diusulkan pks buat masuk kabinet googling aja banyak kok sumber beritanya,23,fatrah_neo170 mardanialisera ada yassierli yg jadi menaker dia guru besar itb yg diusulkan pks buat masuk kabinet googling aja banyak kok sumber beritanya,23,"[""fatrah_neo170"", ""mardanialisera"", ""ada"", ""yassierli"", ""yg"", ""jadi"", ""menaker"", ""dia"", ""guru"", ""besar"", ""itb"", ""yg"", ""diusulkan"", ""pks"", ""buat"", ""masuk"", ""kabinet"", ""googling"", ""aja"", ""banyak"", ""kok"", ""sumber"", ""beritanya""]",224,"[""fatrah_neo170"", ""mardanialisera"", ""yassierli"", ""menaker"", ""guru"", ""itb"", ""diusulkan"", ""pks"", ""masuk"", ""kabinet"", ""googling"", ""sumber"", ""beritanya""]",13,"[""fatrah"", ""neo170"", ""mardanialisera"", ""yassierli"", ""menaker"", ""guru"", ""itb"", ""usul"", ""pks"", ""masuk"", ""kabinet"", ""googling"", ""sumber"", ""berita""]",14,netral
Thomas Djiwandono resmi dilantik sebagai Wakil Menteri Keuangan II dalam Kabinet Merah Putih pada 21 Oktober 2024. Dengan pengalaman solid di bidang keuangan negara ia siap membawa Indonesia menuju kemajuan. Berikut profil lengkapnya: https://t.co/4EWUFMWJ04,34,thomas djiwandono resmi dilantik sebagai wakil menteri keuangan ii dalam kabinet merah putih pada 21 oktober 2024 dengan pengalaman solid di bidang keuangan negara ia siap membawa indonesia menuju kemajuan berikut profil lengkapnya,33,thomas djiwandono resmi dilantik sebagai wakil menteri keuangan ii dalam kabinet merah putih pada 21 oktober 2024 dengan pengalaman solid di bidang keuangan negara ia siap membawa indonesia menuju kemajuan berikut profil lengkapnya,33,"[""thomas"", ""djiwandono"", ""resmi"", ""dilantik"", ""sebagai"", ""wakil"", ""menteri"", ""keuangan"", ""ii"", ""dalam"", ""kabinet"", ""merah"", ""putih"", ""pada"", ""21"", ""oktober"", ""2024"", ""dengan"", ""pengalaman"", ""solid"", ""di"", ""bidang"", ""keuangan"", ""negara"", ""ia"", ""siap"", ""membawa"", ""indonesia"", ""menuju"", ""kemajuan"", ""berikut"", ""profil"", ""lengkapnya""]",331,"[""thomas"", ""djiwandono"", ""resmi"", ""dilantik"", ""wakil"", ""menteri"", ""keuangan"", ""ii"", ""kabinet"", ""merah"", ""putih"", ""21"", ""oktober"", ""2024"", ""pengalaman"", ""solid"", ""bidang"", ""keuangan"", ""negara"", ""membawa"", ""indonesia"", ""kemajuan"", ""profil"", ""lengkapnya""]",24,"[""thomas"", ""djiwandono"", ""resmi"", ""lantik"", ""wakil"", ""menteri"", ""uang"", ""ii"", ""kabinet"", ""merah"", ""putih"", ""21"", ""oktober"", ""2024"", ""alam"", ""solid"", ""bidang"", ""uang"", ""negara"", ""bawa"", ""indonesia"", ""maju"", ""profil"", ""lengkap""]",24,positif
