Tweet,Sentimen,Tweet Length,Tokens
 kalo pak mahfud orang baik tidak lama lagilah masuk kabinet lagi,netral,13,"['kalo', 'pak', 'mahfud', 'orang', 'baik', 'tidak', 'lama', 'lagilah', 'masuk', 'kabinet', 'lagi']"
utusan khusus presiden bidang pembinaan generasi muda dan pekerja seni itu jabatan raggi di kabinet merah putih sekarang dia yang mendampingi wapres saat tabur bunga yang biasanya adalah pekerjaan menteri pendidikan dan kebudayaan ,negatif,34,"['utusan', 'khusus', 'presiden', 'bidang', 'pembinaan', 'generasi', 'muda', 'dan', 'pekerja', 'seni', 'itu', 'jabatan', 'raggi', 'di', 'kabinet', 'merah', 'putih', 'sekarang', 'dia', 'yang', 'mendampingi', 'wapres', 'saat', 'tabur', 'bunga', 'yang', 'biasanya', 'adalah', 'pekerjaan', 'menteri', 'pendidikan', 'dan', 'kebudayaan']"
 wah coba mempengaruhi kebijakan pak prabowo menghapus judol dan pelindungnya tunggu aja hasil penyelidikan keseluruhan dari polri dan pengumuman dari mayor teddy sebagai sek kabinet ya,negatif,27,"['wah', 'coba', 'mempengaruhi', 'kebijakan', 'pak', 'prabowo', 'menghapus', 'judol', 'dan', 'pelindungnya', 'tunggu', 'aja', 'hasil', 'penyelidikan', 'keseluruhan', 'dari', 'polri', 'dan', 'pengumuman', 'dari', 'mayor', 'teddy', 'sebagai', 'sek', 'kabinet', 'ya']"
meskipun dalam kunjungan ke ln presiden prabowo dalam arahannya kepada para menteri dan jajaran kabinet merah putih secara tegas tersirat menyatakan bahwa kendali pemerintahan tetap berada di presiden ri simak ibnu purnas video ,negatif,35,"['meskipun', 'dalam', 'kunjungan', 'ke', 'ln', 'presiden', 'prabowo', 'dalam', 'arahannya', 'kepada', 'para', 'menteri', 'dan', 'jajaran', 'kabinet', 'merah', 'putih', 'secara', 'tegas', 'tersirat', 'menyatakan', 'bahwa', 'kendali', 'pemerintahan', 'tetap', 'berada', 'di', 'presiden', 'ri', 'simak', 'ibnu', 'purnas', 'video']"
wei budi arie emang gak pantes kamu jadi menteri pak tolong diganti saja ini di kabinet merah putih jangan sampe jd beban bapak di kemudian hari info jg sebenarnya dia gak masul menteri bapak kok kemarin krn dititip saja ya gak ,negatif,43,"['wei', 'budi', 'arie', 'emang', 'gak', 'pantes', 'kamu', 'jadi', 'menteri', 'pak', 'tolong', 'diganti', 'saja', 'ini', 'di', 'kabinet', 'merah', 'putih', 'jangan', 'sampe', 'jd', 'beban', 'bapak', 'di', 'kemudian', 'hari', 'info', 'jg', 'sebenarnya', 'dia', 'gak', 'masul', 'menteri', 'bapak', 'kok', 'kemarin', 'krn', 'dititip', 'saja', 'ya', 'gak']"
barusan anak saya komen pa gimana negara bisa bersih dari korupsi ponakan wapres aja mafia tanah saya jawab biar aja presiden wapres kabinet ma bpk dpr dll semua korup biarkan seluruh manusia di bumi ini korup yg penting kita tidak korup ,negatif,43,"['barusan', 'anak', 'saya', 'komen', 'pa', 'gimana', 'negara', 'bisa', 'bersih', 'dari', 'korupsi', 'ponakan', 'wapres', 'aja', 'mafia', 'tanah', 'saya', 'jawab', 'biar', 'aja', 'presiden', 'wapres', 'kabinet', 'ma', 'bpk', 'dpr', 'dll', 'semua', 'korup', 'biarkan', 'seluruh', 'manusia', 'di', 'bumi', 'ini', 'korup', 'yg', 'penting', 'kita', 'tidak', 'korup']"
pengin tahu fufufafa mimpin sidang kabinet tolong dong rekamannya pasang di sini ,negatif,13,"['pengin', 'tahu', 'fufufafa', 'mimpin', 'sidang', 'kabinet', 'tolong', 'dong', 'rekamannya', 'pasang', 'di', 'sini']"
salah satu kinerja awal yang menonjol dari kabinet ini hari minggu pun tetap dengan iringan patwal dan voorijder lengkap nguiknguik ,negatif,21,"['salah', 'satu', 'kinerja', 'awal', 'yang', 'menonjol', 'dari', 'kabinet', 'ini', 'hari', 'minggu', 'pun', 'tetap', 'dengan', 'iringan', 'patwal', 'dan', 'voorijder', 'lengkap', 'nguiknguik']"
 jangan diperiksa dahulu usia kabinet lt bulan biarkan main sirkus untuk hadiah tahun baru amankan za ak di fd tidak lulus bekerja penunjukan vendor langsung ,negatif,36,"['jangan', 'diperiksa', 'dahulu', 'usia', 'kabinet', 'lt', 'bulan', 'biarkan', 'main', 'sirkus', 'untuk', 'hadiah', 'tahun', 'baru', 'amankan', 'za', 'ak', 'di', 'fd', 'tidak', 'lulus', 'bekerja', 'penunjukan', 'vendor', 'langsung']"
 ini mantri ndeso yg blunder sejak hari dilantik menuju blunder kabinet obesitas omonomon ndasmu etik,negatif,18,"['ini', 'mantri', 'ndeso', 'yg', 'blunder', 'sejak', 'hari', 'dilantik', 'menuju', 'blunder', 'kabinet', 'obesitas', 'omonomon', 'ndasmu', 'etik']"
 cara yg sama seperti mantan yg membiarkan para menteri di kabinet nya terutama para ketua umum partai yg punya kasus korupsi ujungnya dijadikan sandera politik dan semua kebijakan politiknya berjalan mulus tanpa gangguan boleh jadi ps memakai intrik politik yg sama,negatif,43,"['cara', 'yg', 'sama', 'seperti', 'mantan', 'yg', 'membiarkan', 'para', 'menteri', 'di', 'kabinet', 'nya', 'terutama', 'para', 'ketua', 'umum', 'partai', 'yg', 'punya', 'kasus', 'korupsi', 'ujungnya', 'dijadikan', 'sandera', 'politik', 'dan', 'semua', 'kebijakan', 'politiknya', 'berjalan', 'mulus', 'tanpa', 'gangguan', 'boleh', 'jadi', 'ps', 'memakai', 'intrik', 'politik', 'yg', 'sama']"
mari kita telusur ke pelbagai dugaan dibalik pernyatan exmenteri kominfo skrg komdigi pernyataan ini dpt jd pertanda bagi selaku pimpinan kabinet rejim bahwa ada satu menteri di kabinetnya yg tidak percaya dgn proses seleksi yg mana bila itu terjadi,negatif,42,"['mari', 'kita', 'telusur', 'ke', 'pelbagai', 'dugaan', 'dibalik', 'pernyatan', 'exmenteri', 'kominfo', 'skrg', 'komdigi', 'pernyataan', 'ini', 'dpt', 'jd', 'pertanda', 'bagi', 'selaku', 'pimpinan', 'kabinet', 'rejim', 'bahwa', 'ada', 'satu', 'menteri', 'di', 'kabinetnya', 'yg', 'tidak', 'percaya', 'dgn', 'proses', 'seleksi', 'yg', 'mana', 'bila', 'itu', 'terjadi']"
rusak betul kabinet pak begini yg mau bangun indonesia emas,negatif,11,"['rusak', 'betul', 'kabinet', 'pak', 'begini', 'yg', 'mau', 'bangun', 'indonesia', 'emas']"
 nyuruh kerja efisien tp kabinet nya gembul,negatif,8,"['nyuruh', 'kerja', 'efisien', 'tp', 'kabinet', 'nya', 'gembul']"
 persen kabinet prabowo itu banyak yg tersandung kasusmakanya kalau setiap ada kasus yg d tangani g akan maksimal,negatif,20,"['persen', 'kabinet', 'prabowo', 'itu', 'banyak', 'yg', 'tersandung', 'kasusmakanya', 'kalau', 'setiap', 'ada', 'kasus', 'yg', 'd', 'tangani', 'g', 'akan', 'maksimal']"
 keberadaan konsultan pilpres mulyono di kabinet tanda nyata ada dalam tekanan mulyono cs,negatif,16,"['keberadaan', 'konsultan', 'pilpres', 'mulyono', 'di', 'kabinet', 'tanda', 'nyata', 'ada', 'dalam', 'tekanan', 'mulyono', 'cs']"
halo menteri atrkepala bpn nusron wahid menghadiri rapat kabinet paripurna bersama presiden ri prabowo subianto pada kesempatan ini menteri atrkepala bpn menerima arahan langsung terkait penataan ulang aset tanah negara ,positif,32,"['halo', 'menteri', 'atrkepala', 'bpn', 'nusron', 'wahid', 'menghadiri', 'rapat', 'kabinet', 'paripurna', 'bersama', 'presiden', 'ri', 'prabowo', 'subianto', 'pada', 'kesempatan', 'ini', 'menteri', 'atrkepala', 'bpn', 'menerima', 'arahan', 'langsung', 'terkait', 'penataan', 'ulang', 'aset', 'tanah', 'negara']"
 sekarang dinasti koruptor jkw masuk dlm kabinet pk prabowo dan ahir nya apa yg akan terjadi jujur aja jkw itu sebenar nya telah wajib di hukum mati,negatif,28,"['sekarang', 'dinasti', 'koruptor', 'jkw', 'masuk', 'dlm', 'kabinet', 'pk', 'prabowo', 'dan', 'ahir', 'nya', 'apa', 'yg', 'akan', 'terjadi', 'jujur', 'aja', 'jkw', 'itu', 'sebenar', 'nya', 'telah', 'wajib', 'di', 'hukum', 'mati']"
 itulah kecerdasan presiden prabowo memilih dan melatih kabinet merah putih di akmil agar punya daya tahan secara moral,positif,30,"['itulah', 'kecerdasan', 'presiden', 'prabowo', 'memilih', 'dan', 'melatih', 'kabinet', 'merah', 'putih', 'di', 'akmil', 'agar', 'punya', 'daya', 'tahan', 'secara', 'moral']"
 saya mulai ga suka dia adik ipar nya masuk ke kabinet trus dia sudah mulai nyindir ganjar,negatif,18,"['saya', 'mulai', 'ga', 'suka', 'dia', 'adik', 'ipar', 'nya', 'masuk', 'ke', 'kabinet', 'trus', 'dia', 'sudah', 'mulai', 'nyindir', 'ganjar']"
menteri agraria dan tata ruangkepala badan pertanahan nasional atrbpn nusron wahid menghadiri rapat kabinet paripurna di istana negara pada rabu sore ia mendapat arahan dari presiden republik indonesia ri prabowo subianto ,netral,33,"['menteri', 'agraria', 'dan', 'tata', 'ruangkepala', 'badan', 'pertanahan', 'nasional', 'atrbpn', 'nusron', 'wahid', 'menghadiri', 'rapat', 'kabinet', 'paripurna', 'di', 'istana', 'negara', 'pada', 'rabu', 'sore', 'ia', 'mendapat', 'arahan', 'dari', 'presiden', 'republik', 'indonesia', 'ri', 'prabowo', 'subianto']"
 jadi klo gitu gelar dr nya bahlil itu bikinan orang jadi di kabinet merah putih itu ada dr orderan ada dr hc abal ,negatif,26,"['jadi', 'klo', 'gitu', 'gelar', 'dr', 'nya', 'bahlil', 'itu', 'bikinan', 'orang', 'jadi', 'di', 'kabinet', 'merah', 'putih', 'itu', 'ada', 'dr', 'orderan', 'ada', 'dr', 'hc', 'abal']"
 kabinet gemoy lebih banyak pejabat dan staff nya butuh sarana kerja mobil dan peralatan kantor perjalanan dinas belanja modal rapat rapat apa itu ngga boros banget ,negatif,27,"['kabinet', 'gemoy', 'lebih', 'banyak', 'pejabat', 'dan', 'staff', 'nya', 'butuh', 'sarana', 'kerja', 'mobil', 'dan', 'peralatan', 'kantor', 'perjalanan', 'dinas', 'belanja', 'modal', 'rapat', 'rapat', 'apa', 'itu', 'ngga', 'boros', 'banget']"
sikap politik yang tidak muncul dari kehati an telah sangat mengecewakan rakyat ,negatif,15,"['sikap', 'politik', 'yang', 'tidak', 'muncul', 'dari', 'kehati', 'an', 'telah', 'sangat', 'mengecewakan', 'rakyat']"
dana kabinet jg distop krn menterinya dan para anak buahnya banyak korupsi sangat jumbo pula korupsinya mau merampas hak desa atas dana desa saja pakai dalih kepala desa korupsi pdhl yg ngasih contoh korupsi jg para pejabat pusat,negatif,38,"['dana', 'kabinet', 'jg', 'distop', 'krn', 'menterinya', 'dan', 'para', 'anak', 'buahnya', 'banyak', 'korupsi', 'sangat', 'jumbo', 'pula', 'korupsinya', 'mau', 'merampas', 'hak', 'desa', 'atas', 'dana', 'desa', 'saja', 'pakai', 'dalih', 'kepala', 'desa', 'korupsi', 'pdhl', 'yg', 'ngasih', 'contoh', 'korupsi', 'jg', 'para', 'pejabat', 'pusat']"
 ada orang itu di kabinet merah putih,negatif,9,"['ada', 'orang', 'itu', 'di', 'kabinet', 'merah', 'putih']"
 ga usahh lama pak jangan jadi munafik untuk menjadi baikk singkirkan dan keluarga nyaa serta para boneka jokowi di kabinet bapak,negatif,24,"['ga', 'usahh', 'lama', 'pak', 'jangan', 'jadi', 'munafik', 'untuk', 'menjadi', 'baikk', 'singkirkan', 'dan', 'keluarga', 'nyaa', 'serta', 'para', 'boneka', 'jokowi', 'di', 'kabinet', 'bapak']"
 hukum tatanegara tidak berlaku mutlak di negara ini entah karena mereka tidak mengerti atau tidak peduli sudah dilakoni sejak pembentukan kabinet dan badan lembaga yang ngawuran itu,negatif,29,"['hukum', 'tatanegara', 'tidak', 'berlaku', 'mutlak', 'di', 'negara', 'ini', 'entah', 'karena', 'mereka', 'tidak', 'mengerti', 'atau', 'tidak', 'peduli', 'sudah', 'dilakoni', 'sejak', 'pembentukan', 'kabinet', 'dan', 'badan', 'lembaga', 'yang', 'ngawuran', 'itu']"
 ya emg gue stju ga usah tebang plih kalau ad dri kabinet prabowo yg korup gue stju untuk ditindaki klo bsa dhukum mati lah kalian malah justru ngebelain gara oposisi dmana sih otak sehat kalian ini,negatif,40,"['ya', 'emg', 'gue', 'stju', 'ga', 'usah', 'tebang', 'plih', 'kalau', 'ad', 'dri', 'kabinet', 'prabowo', 'yg', 'korup', 'gue', 'stju', 'untuk', 'ditindaki', 'klo', 'bsa', 'dhukum', 'mati', 'lah', 'kalian', 'malah', 'justru', 'ngebelain', 'gara', 'oposisi', 'dmana', 'sih', 'otak', 'sehat', 'kalian', 'ini']"
presiden prabowo subianto dikelilingi oleh orangorang dekat dan yang dipercayainya siapa saja dan apa peran mereka dalam kabinet merah putih ,netral,23,"['presiden', 'prabowo', 'subianto', 'dikelilingi', 'oleh', 'orangorang', 'dekat', 'dan', 'yang', 'dipercayainya', 'siapa', 'saja', 'dan', 'apa', 'peran', 'mereka', 'dalam', 'kabinet', 'merah', 'putih']"
viva yoga soal transmigrasi hingga kabinet gemuk prabowogibran ,negatif,9,"['viva', 'yoga', 'soal', 'transmigrasi', 'hingga', 'kabinet', 'gemuk', 'prabowogibran']"
susu sapi murni kok pada dibuangi sampe ton kok belum ada mentri kabinet merah putih bersuara ya katanya program makan bergizi gratis butuh susu sapi tapi kok ini malah pada dibuangi ,negatif,33,"['susu', 'sapi', 'murni', 'kok', 'pada', 'dibuangi', 'sampe', 'ton', 'kok', 'belum', 'ada', 'mentri', 'kabinet', 'merah', 'putih', 'bersuara', 'ya', 'katanya', 'program', 'makan', 'bergizi', 'gratis', 'butuh', 'susu', 'sapi', 'tapi', 'kok', 'ini', 'malah', 'pada', 'dibuangi']"
 tenang mas gibran dah diasuh mulyono saat presiden ke ln ternyata di rezim skr ada pmnya macam di kabinet sjahrir tinggal ubah aja uud nya drpd malu amp malu in begini yg msh maksa incharge ,negatif,36,"['tenang', 'mas', 'gibran', 'dah', 'diasuh', 'mulyono', 'saat', 'presiden', 'ke', 'ln', 'ternyata', 'di', 'rezim', 'skr', 'ada', 'pmnya', 'macam', 'di', 'kabinet', 'sjahrir', 'tinggal', 'ubah', 'aja', 'uud', 'nya', 'drpd', 'malu', 'amp', 'malu', 'in', 'begini', 'yg', 'msh', 'maksa', 'incharge']"
 koplak tur ngawur presiden cuma punya visi missi program itu milik mentri kabinet utk mewujudkan visi misi presiden program amp kegiatan bkn urusan presiden tapi kabinet amp kepala daerah,negatif,30,"['koplak', 'tur', 'ngawur', 'presiden', 'cuma', 'punya', 'visi', 'missi', 'program', 'itu', 'milik', 'mentri', 'kabinet', 'utk', 'mewujudkan', 'visi', 'misi', 'presiden', 'program', 'amp', 'kegiatan', 'bkn', 'urusan', 'presiden', 'tapi', 'kabinet', 'amp', 'kepala', 'daerah']"
sudah kudoggy sejak pengumuman kabinet naganya jd kacung dan jongosnya naga,negatif,12,"['sudah', 'kudoggy', 'sejak', 'pengumuman', 'kabinet', 'naganya', 'jd', 'kacung', 'dan', 'jongosnya', 'naga']"
mas eep yg jlas bnyk yg bilg dan prediksi bahkan dri senior tni yg slama ini tegak lurus bhw tdk akn ada prubahan apa sama saja sprti jkw prabowo adalah kelanjutan jkw dri awal kabinet saja sdh keliatan arah nya ngawur bangsa ini lagi ketiban apes,negatif,46,"['mas', 'eep', 'yg', 'jlas', 'bnyk', 'yg', 'bilg', 'dan', 'prediksi', 'bahkan', 'dri', 'senior', 'tni', 'yg', 'slama', 'ini', 'tegak', 'lurus', 'bhw', 'tdk', 'akn', 'ada', 'prubahan', 'apa', 'sama', 'saja', 'sprti', 'jkw', 'prabowo', 'adalah', 'kelanjutan', 'jkw', 'dri', 'awal', 'kabinet', 'saja', 'sdh', 'keliatan', 'arah', 'nya', 'ngawur', 'bangsa', 'ini', 'lagi', 'ketiban', 'apes']"
apa perbedaan kabinet indonesia maju dengan kabinet merah putih ini a thread ,negatif,14,"['apa', 'perbedaan', 'kabinet', 'indonesia', 'maju', 'dengan', 'kabinet', 'merah', 'putih', 'ini', 'a', 'thread']"
 indonesia emas tidak akan terwujud karena prasyaratnya banyak sekali klu mimpi aja boleh tapi yakinlah rezim ini nggak bisa utk membantu dan menyiapkan kearah sana karena ini bukan kabinet the dream team,negatif,35,"['indonesia', 'emas', 'tidak', 'akan', 'terwujud', 'karena', 'prasyaratnya', 'banyak', 'sekali', 'klu', 'mimpi', 'aja', 'boleh', 'tapi', 'yakinlah', 'rezim', 'ini', 'nggak', 'bisa', 'utk', 'membantu', 'dan', 'menyiapkan', 'kearah', 'sana', 'karena', 'ini', 'bukan', 'kabinet', 'the', 'dream', 'team']"
 kenapa menteri perdagangan menteri bumn menteri ketahanan pangan menteri perindustrian menteri dalam negeri menteri seketaris kabinet gubernur jateng bupati dst nya tidak di demo besarbesaran ,negatif,27,"['kenapa', 'menteri', 'perdagangan', 'menteri', 'bumn', 'menteri', 'ketahanan', 'pangan', 'menteri', 'perindustrian', 'menteri', 'dalam', 'negeri', 'menteri', 'seketaris', 'kabinet', 'gubernur', 'jateng', 'bupati', 'dst', 'nya', 'tidak', 'di', 'demo', 'besarbesaran']"
 pertama sesneg itu jabatan yg perlu ada jangan lu kira kayak sekretaris kelas tugas mereka itu ngurus administrasi kabinet dan protokoler kedua lu beneran nyamain permasalahan simple sampah depan mata sama permasalahan kompleks,netral,35,"['pertama', 'sesneg', 'itu', 'jabatan', 'yg', 'perlu', 'ada', 'jangan', 'lu', 'kira', 'kayak', 'sekretaris', 'kelas', 'tugas', 'mereka', 'itu', 'ngurus', 'administrasi', 'kabinet', 'dan', 'protokoler', 'kedua', 'lu', 'beneran', 'nyamain', 'permasalahan', 'simple', 'sampah', 'depan', 'mata', 'sama', 'permasalahan', 'kompleks']"
 ini orang kasusnya distop apa gimana dah dulu sempet dilaporkan karena dugaan hoaks prabowo hanya menjabat tahun barisan sakit hati gak diajak masuk kabinet langsung bikin statement negatif tentang prabowo,negatif,33,"['ini', 'orang', 'kasusnya', 'distop', 'apa', 'gimana', 'dah', 'dulu', 'sempet', 'dilaporkan', 'karena', 'dugaan', 'hoaks', 'prabowo', 'hanya', 'menjabat', 'tahun', 'barisan', 'sakit', 'hati', 'gak', 'diajak', 'masuk', 'kabinet', 'langsung', 'bikin', 'statement', 'negatif', 'tentang', 'prabowo']"
kegiatan berlangsung dalam empat diskusi panel dengan narasumber para menteri dan pimpinan lembaga tinggi negara kabinet merah putih mengusung tema implementasi asta cita menuju indonesia emas menteri dalam negeri tito karnavian dalam laporannya menyampaikan,netral,35,"['kegiatan', 'berlangsung', 'dalam', 'empat', 'diskusi', 'panel', 'dengan', 'narasumber', 'para', 'menteri', 'dan', 'pimpinan', 'lembaga', 'tinggi', 'negara', 'kabinet', 'merah', 'putih', 'mengusung', 'tema', 'implementasi', 'asta', 'cita', 'menuju', 'indonesia', 'emas', 'menteri', 'dalam', 'negeri', 'tito', 'karnavian', 'dalam', 'laporannya', 'menyampaikan']"
 ini penilaian murni dari hati seorang akademisi bukan penilaian dari aparatur negara yang menjabat menteri kabinet,negatif,17,"['ini', 'penilaian', 'murni', 'dari', 'hati', 'seorang', 'akademisi', 'bukan', 'penilaian', 'dari', 'aparatur', 'negara', 'yang', 'menjabat', 'menteri', 'kabinet']"
 klu isi nya mental maling yakinlah kabinet ini cuma basa basi aja nggak lebih baik dari sebelumnya kecuali prabowo berani menjadi diri sendiri ,negatif,25,"['klu', 'isi', 'nya', 'mental', 'maling', 'yakinlah', 'kabinet', 'ini', 'cuma', 'basa', 'basi', 'aja', 'nggak', 'lebih', 'baik', 'dari', 'sebelumnya', 'kecuali', 'prabowo', 'berani', 'menjadi', 'diri', 'sendiri']"
 juru bicara baru di kabinet prabowo intip sederet tokoh yang pernah jadi jubir andalan presiden ri ,netral,18,"['juru', 'bicara', 'baru', 'di', 'kabinet', 'prabowo', 'intip', 'sederet', 'tokoh', 'yang', 'pernah', 'jadi', 'jubir', 'andalan', 'presiden', 'ri']"
 kesian mca bila preaiden takde jwtn dlm kabinetterpaksalah jadi walaun main isu lapuk,negatif,14,"['kesian', 'mca', 'bila', 'preaiden', 'takde', 'jwtn', 'dlm', 'kabinetterpaksalah', 'jadi', 'walaun', 'main', 'isu', 'lapuk']"
orang mana yang mau bayar pajak kalo tikus tikus kaya rafael alun ada di badan pajaknya ada jaminan apa gua bayar pajak lebih bakal dapet fasilitas yg lebih baik juga kemana larinya apa hasilnya untuk bayar utang bunga grgr program kaya ikn kcic gaji kabinet gendut lu,negatif,47,"['orang', 'mana', 'yang', 'mau', 'bayar', 'pajak', 'kalo', 'tikus', 'tikus', 'kaya', 'rafael', 'alun', 'ada', 'di', 'badan', 'pajaknya', 'ada', 'jaminan', 'apa', 'gua', 'bayar', 'pajak', 'lebih', 'bakal', 'dapet', 'fasilitas', 'yg', 'lebih', 'baik', 'juga', 'kemana', 'larinya', 'apa', 'hasilnya', 'untuk', 'bayar', 'utang', 'bunga', 'grgr', 'program', 'kaya', 'ikn', 'kcic', 'gaji', 'kabinet', 'gendut', 'lu']"
 kabinetnya aj orang itu aja isinya gk ada yg kompeten bgmna indonesia mau maju pak ganti presiden kabinet dagelan ,negatif,21,"['kabinetnya', 'aj', 'orang', 'itu', 'aja', 'isinya', 'gk', 'ada', 'yg', 'kompeten', 'bgmna', 'indonesia', 'mau', 'maju', 'pak', 'ganti', 'presiden', 'kabinet', 'dagelan']"
 pantesan mulyono mengerahkan kekuatan yang maksimal untuk tetap berkuasa lewat orang orang nya yg ada di kabinet presiden prabowo,negatif,20,"['pantesan', 'mulyono', 'mengerahkan', 'kekuatan', 'yang', 'maksimal', 'untuk', 'tetap', 'berkuasa', 'lewat', 'orang', 'orang', 'nya', 'yg', 'ada', 'di', 'kabinet', 'presiden', 'prabowo']"
kabinet gendut isinya koruptor ngomongin naikin pajak buat welfare lucu bgt lu kek badut mampang,negatif,15,"['kabinet', 'gendut', 'isinya', 'koruptor', 'ngomongin', 'naikin', 'pajak', 'buat', 'welfare', 'lucu', 'bgt', 'lu', 'kek', 'badut', 'mampang']"
